id,conference name,conference abbreviation,2013,2014,2017,2018,2020,2021,2023
269,International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
2214,International Teletraffic Congress,ITC,,,,Unranked,Unranked,Unranked,Unranked
1436,International Visualization in Transportation Symposium,TRB,C,C,C,C,National: USA,National: USA,National: USA
1437,International Web Conference,IWC,C,C,C,C,,,
1439,International Wordnet Conference (Global Wordnet Conference),GWC,C,C,C,C,C,C,C
1440,International Work-Conference on Artificial and Natural Neural Networks,IWANN,B,B,B,B,National: Spain,National: Spain,National: Spain
2183,International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,,,,National:Spain,National:Spain,National,National
1441,International Workshop in Software Measurement (Joined with Mensura from 2007),IWSM,C,C,,,,,
1443,International Workshop of the Initiative for the Evaluation of XML Retrieval,INEX,C,C,C,C,,,
1444,International Workshop on Abstract State Machines,ASM(W),C,C,C,C,,,
1445,International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications,AAA-IDEA,C,C,C,C,,,
1446,International Workshop on Agents and Data Mining Interaction,ADMI,B,B,B,B,B,,
2295,International Workshop on Algebraic and Combinatorial Coding Theory,ACCT,,,,,,National,National
1449,"International Workshop on Aliasing, Confinement and Ownership",IWACO,C,C,C,C,,,
1450,International Workshop on Ant Colony,ANTS,B,B,B,B,,,
1451,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,A,A,A,A,A,A,A
2149,International Workshop on Artificial Intelligence and Statistics,WAIS,B,B,B,B,,,
1452,International Workshop on Boolean Functions: Cryptography and Applications,BFCA,C,C,C,C,,,
1453,International Workshop on Business Process Design,BPD,C,C,C,C,,,
1454,International Workshop on Business Process Intelligence,BPI,C,C,C,C,,,
1455,"International Workshop on Business Process Modelling, Development, and Support",BPMDS,C,C,C,C,,,
1456,International Workshop on C# and .NET Technologies,C#,C,C,C,C,,,
1457,International Workshop on Coding and Cryptography,WCC,B,B,B,B,B,,
1458,International Workshop on Combinations of Intelligent Methods and Applications,CIMA,C,C,C,C,C,C,C
1459,International Workshop on Combinatorial Algorithm,IWOCA,B,B,B,B,B,B,C
1460,International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,C,C,C,C,C,C,C
1461,International Workshop on Comparative Evaluation in Requirements Engineering,CERE,C,C,C,C,,,
1462,International Workshop on Computer-Aided Software Eng,IWCASE,B,B,B,B,,,
2160,"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,B,B,B,B,B,B,C
1463,International Workshop on Critical Information Infrastructures Security,CRITIS,C,C,C,C,C,C,C
2238,International Workshop on Data Management on New Hardware,DaMoN,,,,,,C,C
1464,International Workshop on Data Warehousing and OLAP,DOLAP,B,B,B,B,B,B,C
1465,International Workshop on Developments in Computational Models,DCM,C,C,C,C,C,,
1466,International Workshop on Digital Watermarking,IWDW,C,C,C,C,C,C,C
1467,International Workshop on Distributed Object Management,IWDOM,C,C,C,C,,,
1998,International Workshop on Document Analysis Systems,DAS,B,B,B,B,B,B,B
1468,International Workshop on Domain Driven Data Mining,DDDM,C,C,C,C,,,
1469,International Workshop on Economics-Driven Software Engineering Research,EDSER,C,C,C,C,,,
1470,International Workshop on Efficient Algorithms,WEA,B,B,B,B,,,
1471,International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,C,C,C,C,C,C,C
1473,International Workshop on Entertainment Computing,WEC,C,C,C,C,,,
1474,International Workshop on Evolution and Change in Data Management,ECDM,C,C,C,C,,,
1475,International Workshop on Fast Software Encryption,FSE,B,B,B,B,B,B,Journal Published
1476,International Workshop on Formal Methods for interactive Systems,FMIS,C,C,C,C,C,C,C
1477,International Workshop on Formal Methods for Parallel Programming: Theory and Applications,FMPPTA,C,C,C,C,,,
1479,International Workshop on Foundations of Models and Languages for Data and Objects,FMLDO,C,C,C,C,,,
1480,International Workshop on Foundations of Object-Oriented Languages,FOOL,C,C,C,C,,,
1481,International Workshop on Functional and Constraint Logic Programming,WFLP,C,C,C,C,C,C,
1482,International Workshop on Genetic and Evolutionary Fuzzy Systems,GEFS,C,C,C,C,,,
1483,International Workshop on Global Optimization,GO,C,C,C,C,,,
1484,International Workshop on Graph-Theoretic Concepts in Computer Science,WG,A,A,A,A,A,A,B
1485,International Workshop on Group-Oriented Cryptographic Protocols,GOCP,C,C,C,C,,,
1486,International workshop on High-Level Parallel Programming and Applications,HLPP,C,C,C,C,C,C,C
1487,International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,C,C,C,C,C,C,C
1489,International Workshop on Hot topics in Peer-to-Peer Systems,HotP2P,C,C,C,C,,,
1490,"International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications",HAI,C,C,C,C,,,
1491,International Workshop on Image Analysis and Information Fusion,IAIF,C,C,C,C,,,
1492,"International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques",IWICSS,C,C,C,C,,,
1494,International Workshop on Information Security Applications,WISA,C,C,C,C,National: korea,National: korea,National: korea
1495,International Workshop on Intelligent Agents,IWIA,C,C,C,C,,,
1496,International Workshop on Interactive Entertainment,IDET,C,C,C,C,,,
1497,International Workshop on Issues in the Theory of Security,WITS,C,C,C,C,,,
1498,International Workshop on Knowledge Discovery from Data Streams,IWKDDS,C,C,C,C,,,
1499,International Workshop on Logic and Complexity in Computer Science,LCCS,C,C,C,C,,,
2091,International Workshop on Logic Programming and Multi-Agents,LPMA,B,B,B,B,,,
1500,International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,C,C,C,C,,,
1501,International Workshop on Middleware for Grid Computing,MGC,C,C,C,C,,,
1502,International Workshop on Mobile Commerce and Services,WMCS,C,C,C,C,,,
1503,International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,C,C,C,C,,,
1504,International Workshop on Modelling in Software Engineering,MISE,C,C,C,C,C,C,C
1505,"International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",MSVVEIS,C,C,C,C,,,
1506,International Workshop on MultiAgent Based Simulation,MABS,C,C,C,C,C,C,C
1507,"International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications",MDSRIA,C,C,C,C,,,
1508,International Workshop on Multimedia Signal Processing,MMSP,B,B,B,B,B,B,C
1509,"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,C,C,C,C,,,
1511,International Workshop on Paraphrasing,IWP,B,B,B,B,,,
1512,International Workshop on Parsing Technologies,IWPT,B,B,B,B,,,
1513,International Workshop on Pattern Recognition in Information Systems,PRIS,C,C,C,C,,,
1514,International Workshop on Post-Quantum Cryptography,PQCrypto,C,C,C,C,C,C,C
2009,International Workshop on Principles of Diagnosis,DX,B,B,B,B,B,C,C
1517,International Workshop on Quality of Information Systems,QOIS,C,C,C,C,,,
1518,International Workshop on Randomization and Computation,RANDOM,A,A,A,A,A,A,
1519,International Workshop on Realising Evidence-based Software Engineering,REBSE,C,C,C,C,,,
1520,International Workshop on Requirements Engineering Visualization,REV,B,B,B,B,,,
1521,International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,B,B,B,B,B,B,B
1522,International Workshop on Research Issues in Data Engineering,RIDE,B,B,B,B,,,
1524,International Workshop on Schema Languages for XML,X-Schemas,C,C,C,C,,,
1525,International Workshop on Security,IWSEC,B,B,B,B,National: Japan,National: Japan,National: Japan
1526,International Workshop on Security in Information Systems,WOSIS,C,C,C,C,,,
1527,International Workshop on Security Protocols,IWSP,C,C,C,C,,,
1528,International Workshop on Soft Computing Applications,SOFA,C,C,C,C,National: Romania,National: Romania,National: Romania
1529,International Workshop on Software and Compilers for Embedded Systems,SCOPES,A,A,A,A,A,C,C
1530,International Workshop on Software Engineering for High Performance Computing Applications,SE-HPC,C,C,C,C,,,
1531,International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,B,B,,,,,
1532,International Workshop on Software Product Management,IWSPM,C,C,C,C,,,
1533,International Workshop on Software Quality,WoSQ,C,C,C,C,,,
1534,International Workshop on Software Technology for Augmented Reality Systems,IWSTAR,C,C,C,C,,,
1535,International Workshop on Temporal Databases,TDB,C,C,C,C,,,
1536,International Workshop on the Algorithmic Foundations of Robotics,WAFR,C,C,C,C,C,C,C
1537,International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead,Quo Vadis Cryptology,C,C,C,C,,,
1538,International Workshop on the Web and Databases,WebDB,C,C,C,C,National: USA,,
1540,International Workshop on Visualization for Cyber Security,VizSec,C,C,C,C,C,C,C
1541,International Workshop on Web and Wireless Geographical Information Systems,W2GIS,C,C,C,C,C,C,C
1542,International Workshop on Web Content Caching and Distribution,WCW,B,B,B,B,,,
1543,International Workshop on Web Information Systems Modelling,WISM,C,C,C,C,,,
1546,International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,B,B,B,B,B,C,C
1547,International Workshops on First-Order Theorem Proving,FTP,B,B,B,B,,,
1548,International World Wide Web Conference,WWW,A*,A*,A*,A*,A*,A*,A*
1549,International XML Database Symposium,Xsym,C,C,C,C,,,
1550,Internationale Tagung Wirtschaftsinformatik,DITW,C,C,C,C,,,
1551,Internet Measurement Conference,IMC,A,A,A,A,A,A,A
1552,Internet Research,AOIR,C,C,C,C,,,
1553,Internet Society Conference,INET,C,C,C,C,,,
1554,Interoperating Geographic Information Systems,INTEROP,C,C,C,C,,,
494,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,A,A,A,A,A,A,A
1555,INTUITION International Conference,INTUITION,C,C,C,C,,,
1340,ISC High Performance (was International Supercomputing Conference),ISC,C,C,C,C,C,C,C
1556,ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,C,C,C,C,C,C,C
1557,ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,C,C,C,C,,,
2115,Joint AUPEC & EECON,PEC&CON,C,C,C,C,,,
1567,Joint Australia and New Zealand Biennial Conference on Digital Image and Vision Computing,DIVC,Australasian,Australasian,Australasian,Australasian,,,
1218,Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,C,C,C,C,C,C,C
958,"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,A,B,B,B,B,B,Multiconference
1970,Joint Conference on Declarative Programming APPIA-GULP-PRODE,APPIA/GULP/PRODE,C,C,C,C,,,
1568,Joint Conference on Information Sciences,JCIS,C,C,C,C,,,
1569,Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,C,C,C,C,,,
2000,Joint DICTA & IVCNZ,DICTA/IVCNZ,"Australasin (missed 2013, changed 2019)",Australasian,Australasian,Australasian,,,
1570,Joint European Conference and Exhibition on Geographical Information Systems,JECGI,C,C,C,C,,,
1572,Joint International Conference on CyberGames and Interactive Entertainment,CGIE,C,C,C,C,,,
2017,Joint Meeting of the European Frequency and Time Forum and the Institute of Electrical and Electronics Engineers In,EFTF/IFCS,C,C,C,C,,,
1574,Joint Modular Languages Conference,JMLC,B,B,B,B,,,
2108,"Joint OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,C,C,C,C,,,
1575,Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,C,C,C,C,,,
1576,Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,B,B,B,B,,,
1577,Journal of Computing Science in Colleges (Conference proceedings),CCSC,C,C,B,B,,,
1579,KES International Symposium on Intelligent Decision Technologies,KES IDT,C,C,C,C,C,C,C
1580,"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,C,C,,,,,
1581,Knowledge and Data Engineering Exchange Workshop,KDEX,C,C,C,C,,,
1582,Knowledge capture,K-CAP,A,A,A,A,A,B,B
1583,Knowledge Discovery and Data Mining in Biological Databases Meeting,KDDMBD,C,C,C,C,,,
1584,Knowledge Domain Visualisation,KDViz,C,C,C,C,National: UK,National: UK,National: UK
1585,Knowledge Representation Meets Databases,KRDB,C,C,C,C,,,
1586,Knowledge Visualization and Visual Thinking,KV,C,C,C,C,C,C,C
1587,Kyoto International Conference on Computational Geometry and Graph Theory,KyotoCGGT,C,C,C,C,,,
1588,"Language Descriptions, Tools and Applications",LDTA,B,B,B,B,,,
2092,Language Resources and Evaluation Conference,LREC,C,C,C,C,C,C,B
2227,"Language, Data and Knowledge",LDK,,,,,,Unranked: NEW,C
1589,Latin American Conference on Informatics,CLEI,,,,,,C,C
1592,"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,,,,,,C,C
1593,Law via the Internet,LI,C,C,C,C,,,
1594,Lexical Semantics and Knowledge Representation,SIGLEX,C,C,C,C,,,
1595,Logic and Engineering of Natural Language Semantics,LENLS,B,B,B,B,,,
1596,Logic Programming and Automated Reasoning,LPAR,A,A,A,A,A,A,B
1597,Logical Foundations of Computer Science,LFCS,B,B,B,B,National: USA,National: USA,National: USA
1598,"Logics in Artificial Intelligence, European Conference",JELIA,A,A,A,A,A,A,A
1599,Machine Translation Summit,MT SUMMIT,B,B,B,B,B,B,C
1600,Machine Vision Applications,MVA,C,C,C,C,National: japan,National: japan,National: japan
1834,"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,B,B,B,B,B,B,C
1601,MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,C,C,C,C,C,C,
2097,Malaysia International Conference on Communications,MICC,Regional,Regional,Regional,Regional,Regional,Regional,Regional
1603,Massively Parallel Processing Using Optional Interconnections,MPPOI,B,B,B,B,,,
1604,Mathematical Methods in Computer Science,MMICS,C,C,C,C,,,
1605,Mathematics of Program Construction,MPC,B,B,B,B,B,B,B
39,Measurement and Modeling of Computer Systems,SIGMETRICS,A*,A*,A*,A*,A*,A*,A*
1606,Mechatronics and Machine Vision in Practice,M2VIP,B,B,B,B,,,
1607,Medical Image Computing and Computer-Assisted Intervention,MICCAI,A,A,A,A,A,A,A
1608,Medicine Meets Virtual Reality,MMVR,B,B,B,B,,,
2270,Mensch & Computer,MuC,,,,,,National: Germany,National: Germany
1611,Mexican International Conference on Current Trends in Computer Science (was Mexican International Conference on Computer Science),ENC,C,C,C,C,,,
1614,Mining for Enhanced Web Search,MEWS,C,C,C,C,,,
1615,Mobile and Ubiquitous Multimedia (ACM),MUM,,,,,,B,B
1617,Mobility in Databases and Distributed Systems,MDDS,C,C,C,C,,,
1618,Modelling and Optimization: Theory and Applications,MOPTA,C,C,C,C,National: USA,National: USA,National: USA
1621,MSRI Combinatorial Game Theory Research Workshop,GameTheory,C,C,C,C,,,
2233,Multimedia and Network Information Systems,MISSI,,,,,,National: Poland,National: Poland
1622,"Multimedia Content Access: Algorithms and Systems (was Multimedia Content Analysis, Management and Retrieval)",MCA:AS,C,C,C,C,,,
2100,Multiple Objective Decision Support System Conference,MODSS,C,C,C,C,,,
1625,NAISO Congress on Autonomous Intelligent Systems,NAISO,C,C,C,C,,,
1629,National Conference of the American Association for Artificial Intelligence,AAAI,A*,A*,A*,A*,A*,A*,A*
1972,National Conference of the Australian Robot Association,ARA,Australasian,Australasian,Australasian,Australasian,,,
1978,National Conference of The Australian Society for Operations Research,ASOR,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
1637,Natural Language Processing and Knowledge Engineering,IEEE NLP-KE,C,C,C,C,,,
2104,"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,A,A,A,A,,,
1638,Network and Operating System Support for Digital Audio and Video,NOSSDAV,A,A,A,A,A,B,B
2105,Network Storage Symposium,NetStore,A,A,A,A,,,
1642,New Security Paradigms Workshop,NSPW,C,C,C,C,C,C,C
2235,New Technologies Mobility and Security,NTMS,,,,,,C,
1643,New Zealand Game Developers Conference,NZGDC,C,C,C,C,Australasian C,Australasian C,Australasian C
2271,Nordic Conference on Human-Computer Interaction,NordiCHI,,,,,,Regional:Scandinavia,Regional:Scandinavia
1648,North American Association for Computational Linguistics,NAACL,A,A,A,A,A,A,A
687,On-Line Testing and Robust System Design,IOLTS,C,C,C,C,C,C,C
2107,Open and Distance Learning Association of Australia Bienniel Forum,ODLA,Australasian,Australasian,Australasian,Australasian,,,
1654,Optimal Discrete Structures and Algorithms,ODSA,C,C,C,C,,,
1655,Optimization: Techniques And Applications,OTA,C,C,C,C,,,
1656,Organisations and Society in Information Systems Workshop,OASIS,C,C,C,C,,,
2111,PACES & ICIL,P&I,C,C,C,C,,,
1657,Pacific Asia Conference on Information Systems,PACIS,A,A,A,A,,,
1658,"Pacific Asia Conference on Language, Information and Computation",PACLIC,B,B,B,B,B,B,C
1659,Pacific Asian Conference on Expert Systems,PACES,B,B,B,B,,,
1660,Pacific Conference on Computer Graphics and Applications,PG,A,A,A,A,A,Journal Published,Journal Published
1661,Pacific Rim International Conference on Artificial Intelligence,PRICAI,B,B,B,B,B,B,B
1662,Pacific Rim International Symposium on Dependable Computing,PRDC,B,B,B,B,B,B,C
1664,Pacific Rim Knowledge Acquisition Workshop,PKAW,B,B,B,B,B,B,C
1666,Pacific Symposium on Biocomputing,PSB,C,C,C,C,National: USA,National: USA,National: USA
1667,Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,A,A,A,A,A,A,B
1668,Pacific-Asia Workshop on Electronic Commerce,PAWEC,C,C,C,C,,,
1669,Pacific-Rim Conference on Multimedia,PCM,C,C,C,C,C,,
1670,Pacific-Rim Symposium on Image and Video Technology,PSIVT,B,B,B,B,B,B,C
1671,Pan Pacific Conference on Information Systems,PPCIS,C,C,C,C,,,
1672,Pan-Sydney Area Workshop on Visual Information Processing,VIP,C,C,C,C,,,
1673,Parallel and Distributed Information Systems,PDIS,C,C,C,C,,,
1674,Parallel Computing,PARCO,C,C,C,C,C,C,
1676,Parallel Problem Solving from Nature,PPSN,A,A,A,A,A,A,A
1677,Participatory Design Conference,PDC,B,B,B,B,,,
1678,Passive and Active Measurement Conference,PAM,B,B,B,B,B,B,B
1680,Pattern Languages of Programs,PLOP,B,B,B,B,B,B,C
2120,Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,A,A,A,A,,,
1682,Portuguese Conference on Artificial Intelligence,EPIA,,,,Regional,Regional,National: Portugal,National: Portugal
2112,Post-Graduate ADFA Conference on Computer Science,PACCS,L,L,L,,,,
1685,Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,C,C,C,C,,,
2171,Practical Applications of Agents and Multiagent Systems,PAAMS,,Unranked,Unranked,C,C,B,National: Spain
1686,Practical Aspects of Declarative Languages,PADL,B,B,B,B,B,B,C
1687,Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,C,C,C,C,,,
1688,Practice and Theory of Automated Timetabling,PATAT,B,B,B,B,B,B,C
1689,Practices of Linking Aspect Technology and Evolution,PLATE,C,C,C,C,,,
1690,Prague Stringology Conference,PSC,C,C,C,C,National: Czech,National: Czech,National: Czech
1691,Principles and Practice of Parallel Programming,PPoPP,A,A,A,A,A,A,B
1442,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,B,B,B,B,B,A,A
1693,Privacy in Statistical Databases,PSD,C,C,C,C,C,C,C
1695,"Processing Declarative Knowledge, International Workshop",PDK,C,C,C,C,,,
1696,Product Focused Software Process Improvement,PROFES,B,B,B,B,B,B,B
1697,Program Visualization Workshop,PVW,C,C,C,C,,,
1698,Programming Language Techniques for XML,PLAN-X,C,C,C,C,,,
2208,ProjMAN - International Conference on Project MANagement,ProjMAN,,,,Unranked,,,
1701,Real Time Systems Symposium,RTSS,A*,A*,A*,A*,A*,A*,A*
1702,"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,C,C,C,C,,,
1703,Relationships and Associations in Object-Oriented Languages,RAOOL,C,C,C,C,,,
1705,Richard Tapia Celebration of Diversity in Computing Conference,Tapia,C,C,C,C,National: USA,National: USA,National: USA
1708,Robot Soccer World Cup,RoboCup,B,B,B,B,B,B,C
1709,Robotics: Science and Systems,RSS,A*,A*,A*,A*,,,TBR
1196,RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,C,B,B,B,,,
1717,"Search: Workshop on Search, Sorting and Coding",Search,C,C,C,C,,,
138,Selected Areas in Cryptography,SAC,C,C,B,B,B,B,B
1720,Semantic Web Visualisation,VSW,C,C,C,C,,,
2210,Semantics - International Conference on Semantic Systems,Semantics,,,,unranked,National: Austria,National: Austria,"Regional: Austria, Germany, Netherlands"
1721,Sensor Networks,Sensor Networks,C,C,C,C,,,
1722,Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,C,C,C,C,,,
1723,SGAI International Conference on Artificial Intelligence,SGAI,C,C,C,C,National: UK,National: UK,National: UK
1724,SIAM Conference on Discrete Mathematics,DM,C,C,C,C,C,C,C
1725,SIAM Conference on Geometric Design,GeoD,C,C,C,C,,,
1726,SIAM Conference on Optimization,OP,C,C,C,C,C,C,C
1727,SIAM International Conference on Data Mining,SDM,A,A,A,A,A,A,A
1728,"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,C,C,C,C,,,
957,SIGGRAPH Asia,SiggraphA,B,B,B,journal published,journal published,journal published,journal published
1731,SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,C,C,C,C,,,
1732,SIGOPT - International Conference on Optimization,ICO,C,C,C,C,,,
2222,Simulation and Synthesis in Medical Imaging,SASHIMI,,,,,,C,C
1733,Simulation Technology and Training Conference,SimTecT,C,C,C,C,Australasian C,Australasian C,Australasian C
1734,Singapore International Conference on Intelligent Systems,SPICIS,B,B,B,B,,,
1736,SKLOIS Conference on Information Security and Cryptology,Inscrypt,B,B,B,National: China,National: China,National: China,National: China
1737,Smart Card Research and Advanced Application Conference,CARDIS,B,B,B,B,B,B,C
2134,Society for Information Technology and Teacher Education Conference,SITE,C,C,C,C,,,
1739,"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,C,C,C,C,,,
1740,Software Education Conference,SRIG-ET,C,C,C,C,,,
1742,Software Performance Enhancement for Encryption and Decryption,SPEED,C,C,C,C,,,
2136,Software Process Improvement and Capability Determination,SPICE,A,A,A,C,C,C,C
2282,Software Product Lines Conference,SPLC,,,,,,B,B
1743,Software Quality Conference,SQC,C,C,C,C,,,
1185,"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,B,B,B,B,B,B,C
1744,Software Technology and Engineering Practice Conference,STEP,B,B,B,B,,,
1746,South African International Graph Theory Conference,SAIGTC,C,C,C,C,,,
1747,"Southeastern International Conference on Combinatorics, Graph Theory, and Computing",,C,C,C,C,,,
1751,Spatial Information Research Centre Colloquium,SIRC,C,C,C,C,,,
1752,Spatial Information Science and Technology Conference,SIST,C,C,C,C,,,
1753,Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,C,C,C,C,,,
1754,SPIE Conference on Performance and Control of Network Systems,PCNS,C,C,C,C,,,
1755,SPIE Conference on Visual Data Exploration and Analysis,VDEA,C,C,C,C,,,
1756,SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,C,C,C,C,,,
1759,Spring Conference on Computer Graphics,SCCG,C,C,C,C,,,
1762,State of the Art of Stream Ciphers,SASC,C,C,C,C,,,
1763,Static Analysis Symposium,SAS,A,A,A,A,A,B,B
1764,Stochastic Local Search Algorithms,SLS,C,C,C,C,,,
1765,Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,C,C,C,C,,,
1766,Structural and Syntactical Pattern Recognition,SSPR,A,A,A,A,A,B,B
1768,Summer Computer Simulation Conference,SCSC,B,B,B,B,B,B,
1769,Summer School on Modelling and Verification of Parallel Processes,MOVEP,C,C,C,C,,,
1770,Symposia on VLSI Technology and Circuits,VLSI,A,A,A,A,,,
1771,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,A,A,A,A,A,B,B
1772,Symposium of Asian Association for Algorithms and Computation,AAAC,C,C,C,C,C,C,C
1774,"Symposium on Abstraction, Reformulation and Approximation",SARA,B,B,B,B,,,
1777,Symposium on Advances in DB and Information Systems,ADBIS,B,B,B,B,B,B,C
1778,Symposium on Assessment of Quality S/W Dev Tools,AQSDT,C,C,C,C,,,
1779,Symposium on Cellular Automata,JAC,C,C,C,C,,,
1780,"Symposium On Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",ESCAPE,C,C,C,C,,,
1781,Symposium on Computational Geometry for Mechanics and Applications,SOCGMA,C,C,C,C,,,
1782,"Symposium on Design, Analysis, and Simulation of Distributed Systems",DASD,C,C,C,C,,,
1783,Symposium on Discrete Mathematics,EDM,C,C,C,C,,,
2093,Symposium on Frontiers of Massively Parallel Processing,MassPar,A,A,A,A,,,
1784,Symposium on Geometry Processing,SGP,B,B,B,B,B,B,B
2033,Symposium on High Performance Chips,HOTCHIPS (HCS),A,A,A,A,A,C,C
1786,Symposium on Information Technology and Information Systems,ITIS,C,C,C,C,,,
1788,Symposium on Logical Formalizations of Commonsense Reasoning,COMMONSENSE,B,B,B,B,,,
1789,"Symposium on Networked Systems, Design and Implementation",NSDI,B,B,B,B,National: USA,National: USA,National: USA
1790,Symposium on Parallelism in Algorithms and Architectures,SPAA,A,A,A,A,A,A,B
2118,Symposium on Programming Language Implementation and Logic Programming,PLILP,B,B,B,B,,,
1791,Symposium on Programs as Data Objects,PADO,C,C,C,C,,,
1792,Symposium on Reliable Distributed Systems,SRDS,A,A,A,A,A,B,B
1793,Symposium on Requirements Engineering for Information Security,SREIS,C,C,C,C,,,
1794,"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,C,C,C,C,C,C,C
1795,"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,C,C,C,C,,,
2167,Symposium On Usable Privacy and Security,SOUPS,,B,B,B,B,B,B
1796,Systems Engineering / Test and Evaluation Conference,SETE,C,C,C,C,,,
1797,TAI: Algorithmic Information Theory: Kolmogorov Complexity,TAI,C,C,C,C,,,
1798,"Tangible, Embedded, and Embodied Interaction",TEI,A,A,A,A,A,A,B
1799,Techniques and Problems in Graph Theory,TPGT,C,C,C,C,,,
1801,Technology of Object-Oriented Languages and Systems,TOOLS,B,B,B,B,B,,
1802,Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,B,B,B,B,National: China,National: China,National: China
2255,The ACM International System and Storage Conference,SYSTOR,,,,,,National:Israel,National:Israel
2019,The Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,C,C,C,C,,,
1803,The Claude Shannon Workshop on Coding and Cryptography,,C,C,C,C,,,
1804,The Conference on visualization of information,SEE,C,C,C,C,,,
2197,The International Conference on Future Networks and Communications,FNC,,,,Unranked,Unranked,Unranked,Unranked
2179,The International Conference on Intelligent Environments,IE,,,,C,C,B,B
1807,The International Conference on Semantic Web and Web Services,SWWS,C,C,C,C,,,
2213,The International Conference on Verification and Evaluation of Computer and Communication Systems,VECoS,,,,Unranked,Unranked,C,C
1408,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,B,A,A,A,A,A,A
1808,The International Workshop on Algorithms and Graphs,IWAAG,C,C,C,C,,,
1809,The Modelling and Simulation Society of Australia and New Zealand Meeting,ANZMODS,Australasian,Australasian,Australasian,Australasian,,,
1811,The organizational semiotics Conference,ORGSEM,B,B,B,B,,,
2212,The Symposium of Combinatorial Search,SoCS,,,,Unranked,Unranked,B,B
1812,The Theory and Application of Diagrams,DIAGRAMS,B,B,B,B,B,B,C
1814,Theoretical Aspects of Rationality and Knowledge,TARK,A,A,A,A,A,A,A
