id,conference name,conference abbreviation,2013,2014,2017,2018,2020,2021,2023
408,Data Compression Conference,DCC,A*,A*,A*,A*,A*,B,B
409,Data Semantics in Web Information Systems,DASWIS,C,C,C,C,,,
410,Data Warehousing and Knowledge Discovery,DaWaK,B,B,B,B,B,B,B
412,Database Programming Languages,DBPL,B,B,B,B,B,B,
2243,"Datenbanksysteme für Business, Technologie und Web",BTW,,,,,,National:Germany,National:Germany
2004,Deductive and Object-Oriented Databases,DOOD,A,A,A,A,,,
414,Design and Aesthetics in Visualisation,DAViz,C,C,C,C,,,
416,Design and Management of Data Warehouses,DMDW,C,C,C,C,,,
1996,Design Automation Conf,DAC,A,A,A,A,,,TBR
418,Design for User Experience,DUX,B,B,B,B,,,
421,"Design, Automation and Test in Europe Conference",DATE,B,B,B,B,B,B,B
422,Designing Interactive Systems,DIS,B,B,B,B,B,A,A
2177,Developments in eSystems Engineering,DeSE,,,,C,C,C,C
425,Developments in Language Theory,DLT,B,B,B,B,B,B,C
426,Digital Arts and Culture,DAC,C,C,C,C,,,
1997,Digital Audio Effects Conference,DAFX,B,B,B,B,B,B,C
427,Digital Games Research Conference,DIGRA,C,C,C,C,C,C,C
428,Digital Image Computing Techniques and Applications,DICTA,B,B,B,Australasian,Australasian B,Australasian B,Australasian C
429,DIMACS Workshop on Intrinsic Complexity of Computation,DIMACS Intrinsic,C,C,C,C,,,
430,Discourse Anaphora and Anaphor Resolution Colloquium,DAARC,C,C,C,C,,,
2191,Discovery Science,DS,,,,Unranked,Unranked,Unranked,B
431,Discrete and Algorithmic Geometry,DAG,C,C,C,C,,,
432,"Discrete Models: Combinatorics, Computation and Geometry",DM-CCG,C,C,C,C,,,
433,Distributed Communities on the Web Workshop,Dcw,C,C,C,C,,,
2006,Distributed Simulation Symposium,DSS,B,B,B,B,,,
1324,DNA Computing and Molecular Programming,DNA,B,B,B,B,B,B,B
2002,Doing IT at Melbourne,DITAM,L,L,L,,,,
434,Domain - Specific Languages for Software Engineering,DSLSE,C,C,C,C,,,
435,Domain Specific Aspect Languages,DSAL,C,C,C,C,,,
437,Dutch Computational Geometry Day,DutchCG,C,C,C,C,,,
438,Dynamic Graph Workshop,DGW,C,C,C,C,,,
439,Dynamic Languages Symposium,DLS,B,B,B,B,B,C,C
443,ECRYPT Workshop on Cryptographic Hash Functions,ECRYPT,C,C,C,C,,,
444,ECRYPT Workshop on Tools for Cryptanalysis,ECRYPT,C,C,C,C,,,
446,Educational Data Mining,EDM,B,B,B,B,B,B,B
2159,"EMAS (merger of DALT, AOSE and PROMAS)",EMAS,B,B,B,B,B,B,B
447,Embedded Sensor Networks Workshop,Emnets,C,C,C,C,,,
448,Empirical Methods in Natural Language Processing,EMNLP,A,A,A,A,A,A,A*
449,Enabling Grids for E-Science European Conference,EGEE,C,C,C,C,,,
2011,Engineering Applications of Artifical Intelligence,EAAI,A,A,A,A,,,
2016,Engineering Federated Information (Database) Systems,EFIS/EFDBS,C,C,C,C,,,
2193,Engineering Interactive Computing Systems,EICS,,,,Unranked,Unranked,Journal Published,Journal Published
452,ENVI and IDL Data Analysis and Visualization Symposium,VISualize,C,C,C,C,,,
454,ERATO Conference on Quantum Information Science,EQIS,C,C,C,C,,,
455,ERCIM Annual Workshop on Constraint Solving and Constraint Logic Programming,ERCIM/CSCLP,B,B,B,B,,,
456,Ershov Conference,PSI,B,B,B,B,National: Russia,,
457,ETHICOMP Conference,ETHICOMP,B,B,B,B,B,B,C
2170,EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,,Unranked,Unranked,C,C,C,C
458,Euro XR International Conference (was Euro VR),Euro XR,C,C,C,C,C,C,C
459,"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,C,C,C,C,C,C,C
460,Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,B,B,B,B,B,B,C
462,Eurographics/IEEE Symposium on Visualization,EuroVis,B,B,B,B,B,B,B
463,Euromicro Conference on Real-Time Systems,ECRTS,A,A,A,A,A,A,B
464,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,C,C,B,B,B,B,B
465,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,C,C,C,C,C,C,C
468,European Association for Computational Linguistics,EACL,A,A,A,A,A,A,A
469,European Chapter on Combinatorial Optimization,ECCO,C,C,C,C,C,C,C
470,European Computing Conference,ECC,C,C,C,C,,,
471,European Conference of Information Warfare,ECIW,C,C,C,C,,,
472,European Conference on Ambient Intelligence,AmI,C,C,C,C,C,C,
473,European Conference on Artificial Intelligence,ECAI,A,A,A,A,A,A,A
474,European Conference on Artificial Life,ECAL,B,B,B,B,,,
475,European Conference on Computational Biology,ECCB,B,B,B,B,B,B,C
476,European Conference on Computational Learning Theory (Now in COLT),EuroCOLT,C,C,C,C,,,
478,European Conference on Computer Supported Cooperative Work,ECSCW,B,B,B,B,B,B,B
479,European Conference on Computer Vision,ECCV,A,A,A,A,A,A*,A*
480,European Conference on Digital Government (was European Conference on e-Government ECEG),ECDG,C,C,C,C,C,C,C
2195,European Conference on Evolutionary Computation in Combinatorial Optimisation,EvoCOP,,,,Unranked,Unranked,B,B
481,European Conference on Genetic Programming,EUROGP,B,B,B,B,B,B,B
482,European Conference on Information Management and Evaluation,ECIME,C,C,C,C,,,
483,European Conference on Information Retrieval,ECIR,B,B,B,A,A,A,A
484,European Conference on Information Systems,ECIS,A,A,A,A,,,
485,European Conference on Knowledge Management,EKM,B,B,B,B,,,
486,European Conference on Machine Learning (Joined with PKDD from 2008),ECML,A,A,,,,,
491,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,A,A,A,A,A,A,A
2287,European Conference on Modelling Foundations and Applications,ECMFA,,,,,,NEW,B
521,European Conference on Multi-Agent Systems,EUMAS,C,C,C,C,C,C,C
488,European Conference on Object-Oriented Programming,ECOOP,A,A,A,A,A,A,A
489,European Conference on Operations Research,EURO,C,C,C,C,C,C,C
490,European Conference on Pattern Languages of Programs,EuroPLop,B,B,B,B,National: Germany,National: Germany,National: Germany
492,European Conference on Research Methodology for Business and Management Studies,ECRM,C,C,C,C,,,
2165,European Conference on Software Architecture,ECSA,,A,A,A,A,A,A
493,European Conference on Software Maintenance and Reengineering,CSMR,C,C,C,C,,,
495,European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,ECSQARU,C,C,C,C,C,C,C
2262,European Conference on Technology Enhanced Learning,EC-TEL,,,,,,B,B
496,European Conference on Universal Multiservice Networks,ECUMN,C,C,C,C,,,
498,European Congress on Intelligent Techniques and Soft Computing,EUFIT,C,C,C,C,,,
2192,European Dependable Computing Conference,EDCC,,,,Unranked,Unranked,Unranked,Unranked
499,European Graphics Conference,EUROGRAPH,A,A,A,A,,,
2018,European Grid Conference,EGC,B,B,B,B,,,
500,European Institute for Computer Anti-Virus Research EICAR Conference,EICAR,C,C,C,C,,,
501,European Lisp Workshop,ELW,C,C,C,C,,,
505,European MPI Users' Group Conference,EuroMPI,C,C,C,C,C,C,C
503,European Natural Language Generation Workshop,EuroNLG,B,B,B,B,,,
504,European PKI Workshop: Theory and Practice,EUROPKI,B,B,B,B,,,
506,European Signal Processing Conference,EUSIPCO,B,B,B,B,,,
508,European Simulation Symposium,ESS,B,B,B,B,,,
510,European SPI,EuroSPI,B,B,B,B,B,B,B
511,European Symposium on Algorithms,ESA,A,A,A,A,A,A,A
512,European Symposium on Artificial Neural Networks,ESANN,B,B,B,B,B,B,B
513,European Symposium on Gender and ICT,ESGICT,C,C,C,C,,,
514,European Symposium on Programming,ESOP,A,A,A,A,A,A,A
515,European Symposium On Research In Computer Security,ESORICS,A,A,A,A,A,A,A
518,European Workshop on Advanced Mobile Robots,EuroBot,C,C,C,C,,,
519,European Workshop on Computational Geometry,EuroCG,C,C,C,C,C,C,C
2025,European Workshop on Learning Robots,EWLR,B,B,B,B,,,
520,European Workshop on Modelling Autonomous Agents in a Multi-Agent World,MAAMAW,C,C,C,C,,,
522,European Workshop on Security and Privacy in Ad -Hoc and Sensor Networks,ESAS,C,C,C,C,,,
523,"European, Mediterranean and Middle Eastern Conference on Information Systems",EMCIS,B,B,B,B,,,
524,European-Japanese Conference on Information Modelling and Knowledge Bases,EJC,C,C,C,C,C,C,C
525,Eurosys Conference,EuroSys,A,A,A,A,A,A,A
527,Exploring Modelling Methods in Systems Analysis and Design,EMMSAD,C,C,C,C,C,C,C
2021,Extended Semantic Web Conference (was European Semantic Web Conference),ESWC,A,A,A,A,A,A,B
528,Extending Database Technology,EDBT,A,A,A,A,A,A,A
529,Extreme Markup Languages,Extreme,C,C,C,C,,,
2263,Eye Tracking Research and Applications,ETRA,,,,,,B,B
2318,Field Programmable Logic and Applications,FPL,,,,,,,TBR
533,Financial Cryptography and Data Security Conference,FC,A,B,B,B,B,A,A
534,Finite Differences-Finite Elements-Finite Volumes-Boundary Elements,F-and-B,C,C,C,C,,,
535,FIRA Robot World Congress,FIRA,C,C,C,C,,,
537,Flexible Query-Answering Systems,FQAS,C,C,C,C,C,C,C
538,Florida Artificial Intelligence Research Society Conference,FlAIRS,,,,,,National: USA,National: USA
539,Formal and Computational Cryptography,FCC,C,C,C,C,,,
2196,Formal Methods in Computer-Aided Design,FMCAD,,,,Unranked,Unranked,B,B
541,Formal Methods in Software Engineering and Defence Systems Workshop,FMSEDS,C,C,C,C,,,
542,Formal Methods Pacific,FMP,C,C,C,C,,,
543,Formal Power Series and Algebraic Combinatorics,FPSAC,B,B,B,B,,,
2029,Formal Techniques in Real-Time and Fault Tolerant Systems,FTRTFT,B,B,B,B,,,
544,Forum on Specification and Design Languages,FDL,C,C,C,C,C,C,C
545,Foundations of Aspect-Oriented Languages,FOAL,C,C,C,C,,,
546,Foundations of Genetic Algorithms,FOGA,A*,A*,A*,A*,A*,A,A
547,Foundations of Software Science and Computational Structures,FOSSACS,C,A,A,A,A,A,A
548,Foundations of Software Technology and Theoretical Computer Science,FST&TCS,B,B,B,B,National: India,National: India,National: India
2027,Frontiers in Education,FIE,B,B,B,B,B,C,C
553,Functional and Declarative Programming in Education,FDPE,C,C,C,C,,,
554,Fundamental Approaches to Software Engineering,FASE,B,B,B,B,B,B,B
555,Game Developers Conference,GDC,C,C,C,C,,,
556,Genetic and Evolutionary Computations,GECCO,A,A,A,A,A,A,A
559,Geometry Festival: An international workshop on Discrete Geometry and Rigidity,GeomFest,C,C,C,C,,,
560,Geometry Modeling and Processing,GMP,B,B,B,B,B,B,C
562,GeoVisualization and Information Visualization,GeoViz,C,C,C,C,,,
565,"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,C,C,C,C,C,C,C
566,GIS Planet Conference,GISPlanet,C,C,C,C,,,
567,Global Chinese Conference on Computers in Education,GCCCE,C,C,C,C,,,
569,Global Information Technology Management Association World Conference,GITMA,B,B,B,B,,,
571,Grace Hopper Celebration of Women in Computing,GHC,C,C,C,C,,,
572,Graph Drawing,GD,A,A,A,A,A,A,A
573,Graphics Interface,GI,B,B,B,B,B,B,B
574,Haskell Workshop,HASKELL,C,C,C,C,C,C,C
575,Hawaii International Conference on System Sciences,HICSS,A,A,A,A,,,
2198,HCist - International Conference on Health and Social Care Information Systems and Technologies,HCist,,,,Unranked,Unranked,Unranked,Unranked
576,Health Informatics Conference,HIC,Australasian,Australasian,Australasian,Australasian,Australasian C,Australasian C,Australasian C
579,Heterogeneity in Computing Workshop,HCW,B,B,B,B,B,B,C
581,High-Performance Grid Computing Workshop (part of IPDPS Conference),HPGrid,C,C,C,C,,,
2032,Human Language Technologies,HLT,B,B,B,B,,,
584,Human System Interaction,HSI,C,C,C,C,C,C,C
2215,Human-Agent Interaction,HAI,,,,Unranked,Unranked,B,B
2036,IADIS International Conference Applied Computing,IADIS AC,C,C,C,C,C,C,C
2089,IASTED International conference Law and Technology,LawTech,C,C,,,,,
1957,IASTED International Conference on Applied Informatics,AI,C,C,,,,,
1977,IASTED International Conference on Applied Simulation and Modelling,ASM,C,C,,,,,
1975,IASTED International Conference on Artificial Intelligence and Soft Computing,ASC,C,C,,,,,
1986,IASTED International Conference on Computers and Advanced Technology in Education,CATE,C,C,,,,,
2080,IASTED International Conference on Intelligent Systems and Control,ISC,C,C,,,,,
2070,"IASTED International Conference on Internet, Multimedia Systems and Applications",IMSA,C,C,,,,,
2101,IASTED International Conference on Modelling and Simulation,MS,C,C,,,,,
2096,"IASTED International Conference on Modelling, Identification, and Control",MIC,C,C,,,,,
1141,"IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,C,C,,,,,
2113,IASTED International Conference on Parallel and Distributed Computing and Networks,PDCN,C,C,,,,,
2114,IASTED International Conference on Parallel and Distributed Computing and Systems,PDCS,C,C,,,,,
2122,IASTED International Conference on Robotics and Manufacturing,RM,C,C,,,,,
2133,IASTED International Conference on Signal and Image Processing,SIP,C,C,,,,,
2125,IASTED International Conference on Software Engineering,SE,C,C,,,,,
2126,IASTED International Conference on Software Engineering and Applications,SEA,C,C,,,,,
2147,"IASTED International Conference on Visualization, Imaging, and Image Processing",VIIP,C,C,,,,,
1955,"IASTED International Conferenceon AI, Exp Sys & Neural Networks",AEN,C,C,,,,,
590,IAVoSS Workshop On Trustworthy Elections,WOTE,C,C,C,C,,,
2187,Iberian Conference on Information Systems and Technologies,CISTI,,,,Regional,,,
592,IberoAmerican Congress on Pattern Recognition,CIARP,C,C,C,C,C,C,C
2265,"ICT in Education, Research, and Industrial Applications",ICTERI,,,,,,National: Ukraine,National: Ukraine
2058,IDF Congress,IDFC,C,C,C,C,,,
595,IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,C,C,C,C,C,C,C
596,IEEE Bioinformatics and Bioengineering,BIBE,C,C,C,C,C,C,C
597,IEEE Computational Systems Bioinformatics Conference,CSB,A,A,A,A,,,
598,IEEE Computer Communications Workshop,CCW,B,B,B,B,,,
599,IEEE Computer Security Foundations Symposium (was CSFW),CSF,A,A,A,A,A,A,A
2247,IEEE Conference of the Open Innovations Association FRUCT,FRUCT,,,,,,Regional,Regional
2184,IEEE Conference on Cognitive and Computational Aspects of Situation Management,CogSIMA,,,,National:USA,National:USA,National:USA,National:USA
602,IEEE Conference on Computational Complexity,CCC,B,B,A,A,A,A,A
604,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,A,A,A,A*,A*,A*,A*
605,IEEE Conference on Decision and Control,CDC,A,A,A,A,,,
606,IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE),CEC,C,C,,,,,
1989,"IEEE Conference on Electronic Commerce Technology and Enterprise Computing, e_Commerce and e-Services",CBI (was CEC/EEE),B,B,B,B,,,
2056,"IEEE Conference on Information, Decision and Control",IDC,C,C,C,C,,,
607,IEEE Conference on Local Computer Networks,LCN,A,A,A,A,A,B,B
608,IEEE Conference on Mass Storage Systems and Technologies,MSST,C,C,C,C,National: USA,National: USA,National: USA
2110,IEEE Conference on Open Architecture and Network Programming,OPENARCH,A,A,A,A,,,
611,"IEEE Conference on Systems, Man and Cybernetics",SMC,B,B,B,B,B,B,B
758,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,B,A,A,A,A,A*,A*
2061,IEEE Congress on Evolutionary Computation,CEC,A,B,B,B,B,B,B
615,IEEE Congress on Services,SERVICES,B,B,B,B,B,B,B
616,IEEE Consumer Communications and Networking Conference,IEEE CCNC,B,B,B,B,B,B,B
2010,IEEE Dynamic Spectrum Access Networks,DYSPAN,B,B,B,B,,,
618,IEEE European Conference on Web Services,ECOWS,C,C,C,C,,,
2185,IEEE European Symposium on Security and Privacy,EuroS&P,,,,NEW,NEW,NEW,A
2316,IEEE European Test Symposium,ETS,,,,,,,TBR
620,IEEE Global Internet Symposium,GI,C,C,C,C,C,C,C
2030,IEEE Global Telecommunications Conference,GLOBECOM,B,B,B,B,B,B,B
2321,IEEE Industrial Electronics Society,IECON,,,,,,,TBR
2037,IEEE Industry Applications Society Annual Conference,IAS,C,C,C,C,National: USA,National: USA,National: USA
622,"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging",DECI,C,C,C,C,,,
623,IEEE Information Visualization Conference,IEEE InfoVis,A*,A*,A*,A*,A*,,
2071,IEEE Intell Network Workshop,IN,B,B,B,B,,,
624,IEEE International Augmented Reality Toolkit Workshop,IARTW,C,C,C,C,,,
625,IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,B,B,B,B,,,
2042,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,B,B,B,B,,,B
627,IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,C,C,C,C,,,
628,IEEE International Conference on Advanced Learning Technologies,ICALT,B,B,B,B,,B,B
92,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,B,B,B,B,B,B,B
629,IEEE International Conference on Automatic Face and Gesture Recognition,FG,C,C,C,C,C,C,B
2324,IEEE International Conference on Automation Science and Engineering,CASE,,,,,,,TBR
630,IEEE International Conference on Autonomic Computing,ICAC,B,B,B,B,B,B,
2274,IEEE International Conference on Big Data,BigData,,,,,,B,B
2304,IEEE International Conference on Blockchain and Cryptocurrency,ICBC,,,,,,,C
631,IEEE International Conference on Cloud Computing,CLOUD,B,B,B,B,B,B,B
2251,IEEE International Conference on Cloud Computing in Emerging Markets,CCEM,,,,,,National:India,National:India
931,IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,C,C,C,C,C,C,C
632,IEEE International Conference on Cluster Computing,CLUSTER,A,A,A,A,A,A,B
633,IEEE International Conference on Cognitive Informatics,ICCI,C,C,C,C,C,C,C
634,IEEE International Conference on Communications,ICC,B,B,B,B,,,
635,IEEE International Conference on Computational Cybernetics,ICCC,C,C,C,C,,,
636,IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,C,C,C,C,,,
637,IEEE International Conference on Computer and Information Technology,CIT,C,C,C,C,C,C,C
2074,IEEE International Conference on Computer Communications,INFOCOM,A*,A*,A*,A*,A*,A*,A*
2320,IEEE International Conference on Computer Design,ICCD,,,,,,,TBR
2045,IEEE International Conference on Computer Languages,ICCL,A,A,A,A,,,
638,IEEE International Conference on Computer Vision,ICCV,A*,A*,A*,A*,A*,A*,A*
639,IEEE International Conference on Control Applications,CCA,B,B,B,B,,,
640,IEEE International Conference on COTS-Based Software Systems,ICCBSS,C,C,C,C,,,
641,IEEE International Conference on Cybernetics and Intelligent Systems,CIS,C,C,C,C,C,C,C
642,IEEE International Conference on Data Mining,ICDM,A*,A*,A*,A*,A*,A*,A*
2237,IEEE International Conference on Data Science and Advanced Analytics,DSAA,,,,,,A,B
2182,IEEE International Conference on Data Science and Engineering,ICDSE,,,,National:India,National:India,National:India,National:India
643,IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,C,C,C,C,,,
644,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,B,B,B,B,B,B,B
2047,IEEE International Conference on Document Analysis and Recognition,ICDAR,A,A,A,A,A,A,A
645,IEEE International Conference on e-Business Engineering,ICEBE,B,B,B,B,,,
648,IEEE International Conference on e-Science and Grid Computing,e-Science,A,A,A,A,A,B,B
1472,IEEE international conference on ehealth networking applications and services (was International Workshop on Enterprise Networking and Computing in Health Care Industry; changed 2006),HealthCom,C,C,C,C,C,C,C
2322,IEEE International Conference on Emerging Technologies and Factory Automation,ETFA,,,,,,,TBR
646,IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,A,A,A,A,A,B,B
647,"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,C,C,C,C,,,
2248,IEEE International Conference on Fog and Edge Computing,ICFEC,,,,,,C,C
649,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,A,A,A,A,A,B,B
650,IEEE International Conference on Global Software Engineering,ICGSE,C,C,C,C,C,C,C
651,IEEE International Conference on Granular Computing,GrC,C,C,C,C,,,
652,IEEE International Conference on High Performance Computing and Communications,HPCC,B,B,B,B,B,B,C
653,IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,B,B,B,B,B,B,
654,IEEE International Conference on Image Processing,ICIP,B,B,B,B,B,B,B
2323,IEEE International Conference on Industrial Informatics,INDIN,,,,,,,TBR
656,IEEE International Conference on Information and Automation,IEEE ICIA,C,C,C,C,National: China,National: China,
657,IEEE International Conference on Information Reuse and Integration,IRI,C,C,C,C,National: USA,National: USA,National: USA
658,IEEE International Conference on Intelligence and Security Informatics,ISI,C,C,C,C,C,C,C
659,IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,C,C,C,C,,,
660,IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,C,C,C,C,National: Romania,National: Romania,National: Romania
2076,IEEE International Conference on Intelligent Processing Systems,IPS,C,C,C,C,,,
661,IEEE International Conference on Intelligent Systems,IEEE IS,C,C,C,C,C,C,C
663,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,B,B,B,B,B,B,B
664,IEEE International Conference on Multimedia and Expo,ICME,B,B,B,B,B,A,A
2063,IEEE International Conference on Multimedia Computing and Systems,ICMCS,A,A,A,A,,,
2099,IEEE International Conference on Multimedia in Education,MME,C,C,C,C,,,
665,IEEE International Conference on Networks,ICON,B,B,B,B,,,
666,IEEE International Conference on Neural Networks,ICNN,B,B,B,B,,,
667,IEEE International Conference on Parallel Processing Workshops,WoPP,C,C,C,C,,,
668,IEEE International Conference on Peer to Peer Computing,P2P,C,C,C,C,,,
669,IEEE International Conference on Pervasive Computing and Communications,PERCOM,A*,A*,A*,A*,A*,A*,A*
1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,C,C,C,C,C,A,A
2325,IEEE International Conference on Quantum Computing and Engineering,QCE,,,,,,,TBR
670,IEEE International Conference on Radio Frequency Identification,IEEE RFID,B,B,B,B,,,
2051,IEEE International Conference on Robotics and Automation,ICRA,B,B,B,B,B,B (needs review),A*
610,"IEEE International Conference on Sensing, Communication and Networking",SECON,B,B,B,B,B,B,B
673,IEEE International Conference on Service-Oriented Computing and Applications,SOCA,C,C,C,C,C,C,
2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,,,,,,A,A
676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,A,A,A,A,A,A,A
674,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,A,A,A,A,A,B,B
1757,IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,B,B,B,B,B,B,C
678,IEEE International Conference on Web Services,ICWS,A,A,A,A,A,A,A
679,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,,,,B,B,B,B
680,IEEE International Conference on Wireless Information Technology and Systems,ICWITS,B,B,B,B,,,
682,IEEE International Enterprise Distributed Object Computing Conference,EDOC,B,B,B,B,B,B,B
683,IEEE International Geoscience and Remote Sensing Symposium,IGARSS,C,C,C,C,C,C,C
685,IEEE International Joint Conference on Neural Networks,IJCNN,A,A,A,A,A,B,B
686,IEEE International Multioptic Conference,INMIC,C,C,C,C,,,
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,A,A,A,A,A,A,A
689,IEEE International Performance Computing and Communications Conference,IPCCC,B,B,B,B,B,B,C
690,IEEE International Requirements Engineering Conference,RE,A,A,A,A,A,A,A
2296,IEEE International Scientific Conference on Informatics,Informatics,,,,,,National:Slovakia,National:Slovakia
2081,IEEE International Solid-State Circuits Conference,ISSCC,A,A,A,A,,,
691,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,A,A,A,A,A,B,B
692,IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,C,C,C,C,C,C,C
693,IEEE International Symposium on Artificial Life,IEEE Alife,A,A,A,A,A,C,C
2317,IEEE International Symposium on Circuits and Systems,ISCAS,,,,,,,TBR
695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,A,A,A,A,A,A,B
698,IEEE International Symposium on High Assurance Systems Engineering,HASE,B,B,B,B,B,B,
699,IEEE International Symposium on Information Theory,ISIT,B,B,B,B,B,B,B
2073,IEEE International Symposium on Intelligence in Neural & Biological Systems,INBS,B,B,B,B,,,
700,IEEE International Symposium on Intelligent Control,ISIC,B,B,B,B,,,
701,IEEE International Symposium on Multimedia,ISM,C,C,C,C,C,C,C
702,IEEE International Symposium on Network Computing and Applications,NCA,A,A,A,A,A,B,B
704,IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,B,B,B,B,B,C,C
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,C,C,C,B,B,B,B
706,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,B,B,B,B,B,B,B
749,IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,C,C,C,C,C,C,C
703,IEEE International Symposium on Real-Time Distributed Computing,ISORC,C,C,C,C,C,C,C
707,IEEE International Symposium on Security in Networks and Distributed Systems,SSNDS,C,C,C,C,,,
2135,IEEE International Symposium on Software Metrics,SMS,A,A,A,A,,,
708,IEEE International Symposium on Wearable Computers,ISWC,A*,A*,A*,A*,A*,Journal Published,Journal Published
709,IEEE International Symposium on Web Systems Evolution,WSE,C,C,C,C,,,
710,IEEE International Test Conference,ITC,B,B,B,B,,,TBR
711,IEEE International Working Conference on Mining Software Repositories,MSR,C,C,C,A,A,A,A
720,IEEE International Working Conference on Software Visualisation,VISSOFT,B,B,B,B,B,B,B
718,IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,C,C,C,C,C,C,C
712,IEEE International Workshop on Cellular Nanoscale Networks and Applications,CNNA,C,C,C,C,,,
2084,IEEE International Workshop on Cluster Computing and the Grid,IWCC,C,C,C,C,,,
713,IEEE International Workshop on Databases for Next-Generation Researchers,SWOD,C,C,C,C,,,
714,IEEE International Workshop on Future Trends of Distributed Computing Systems,FTDCS,C,C,C,C,,,
715,IEEE International Workshop on Neural Networks for Signal Processing,NNSP,C,C,C,C,,,
716,IEEE International Workshop on Object-Oriented Real-Time Dependable Systems,WORDS,B,B,B,B,,,
717,IEEE International Workshop on Quality of Service,IWQoS,B,B,B,B,B,B,B
2088,IEEE LAN/MAN Workshop,LANMAN,C,C,C,C,C,C,C
723,IEEE Network Operations and Management Symposium,NOMS,B,B,B,B,B,B,B
724,IEEE Pacific Visualization Symposium (was APVIS),PacificVis,B,A,B,B,B,B,B
725,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,A,A,A,A,A,A,A
756,IEEE Region 10 Conference,Tencon,C,C,C,C,C,C,C
726,IEEE Software Engineering Workshop,SEW,C,C,C,C,C,C,C
727,IEEE Swarm Intelligence Symposium,IEEE SIS,C,C,C,C,C,C,C
728,IEEE Symposium on 3D User Interfaces,3DUI,B,B,B,,,,
729,IEEE Symposium on Advanced Management of Information for Globalized Enterprises,AMIGE,C,C,C,C,,,
731,IEEE Symposium on Computational Intelligence and Data Mining,CIDM,C,C,C,C,C,C,C
733,IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,C,C,C,C,C,C,C
734,IEEE Symposium on Computational intelligence for Image Processing,IEEE CIIP,C,C,C,C,,,
735,IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing,IEEE CIMSIVP,C,C,C,C,C,C,C
736,IEEE Symposium on Computational Intelligence for Security and Defence Applications,IEEE CISDA,C,C,C,C,C,C,C
737,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,C,C,C,C,C,C,C
738,IEEE Symposium on Computational Intelligence in Control and Automation,IEEE CICA,C,C,C,C,C,C,C
